0,647
1,658
2,604
3,616
4,536
5,621
6,535
7,571
8,663
9,583
10,480
11,646
12,635
13,663
14,610
15,636
16,568
17,497
18,467
19,618
20,514
21,526
22,564
23,506
24,556
25,578
26,605
27,523
28,583
29,557
30,622
31,580
32,525
33,505
34,622
35,585
36,577
37,565
38,566
39,617
40,619
41,527
42,508
43,478
44,527
45,501
46,567
47,559
48,464
49,503
50,612
51,557
52,657
53,594
54,462
55,551
56,545
57,606
58,544
59,660
60,523
61,563
62,519
63,488
64,478
65,569
66,496
67,508
68,512
69,585
70,449
71,664
72,593
73,496
74,455
75,506
76,500
77,446
78,572
79,571
80,550
81,636
82,653
83,590
84,593
85,625
86,523
87,538
88,504
89,543
90,524
91,539
92,482
93,644
94,664
95,630
96,475
97,472
98,614
99,513
