0,57
1,66
2,54
3,54
4,58
5,49
6,49
7,58
8,64
9,60
10,58
11,60
12,52
13,49
14,49
15,53
16,51
17,62
18,67
19,59
20,60
21,56
22,60
23,52
24,63
25,53
26,48
27,52
28,47
29,65
30,65
31,60
32,66
33,53
34,52
35,65
36,56
37,55
38,58
39,56
40,56
41,59
42,48
43,61
44,64
45,51
46,58
47,62
48,66
49,50
50,46
51,67
52,63
53,57
54,54
55,67
56,66
57,50
58,47
59,49
60,60
61,56
62,50
63,53
64,62
65,63
66,59
67,51
68,60
69,52
70,50
71,51
72,66
73,50
74,60
75,61
76,53
77,61
78,50
79,47
80,65
81,54
82,55
83,56
84,59
85,47
86,50
87,64
88,54
89,62
90,56
91,64
92,46
93,63
94,55
95,58
96,55
97,61
98,63
99,66
