0,28
1,53
2,65
3,42
4,45
5,37
6,21
7,14
8,36
9,48
10,55
11,89
12,31
13,35
14,46
15,51
16,48
17,23
18,49
19,63
20,54
21,64
22,50
23,76
24,86
25,74
26,37
27,72
28,73
29,6
30,63
31,59
32,81
33,64
34,7
35,44
36,28
37,53
38,74
39,8
40,44
41,7
42,15
43,89
44,5
45,75
46,60
47,70
48,72
49,52
50,86
51,39
52,32
53,56
54,88
55,55
56,69
57,3
58,47
59,6
60,34
61,76
62,50
63,47
64,4
65,60
66,21
67,18
68,64
69,70
70,5
71,17
72,17
73,21
74,17
75,56
76,18
77,74
78,43
79,34
80,70
81,57
82,8
83,84
84,30
85,23
86,8
87,45
88,17
89,55
90,80
91,52
92,29
93,64
94,78
95,83
96,85
97,11
98,68
99,65
