0,6544
1,6544
2,6544
3,6544
4,6544
5,6544
6,6544
7,6544
8,6544
9,6544
10,6544
11,6544
12,6544
13,6544
14,6544
15,6544
16,6544
17,6544
18,6544
19,6544
20,6544
21,6544
22,6544
23,6544
24,6544
25,6544
26,6544
27,6544
28,6544
29,6544
30,6544
31,6544
32,6544
33,6544
34,6544
35,6544
36,6544
37,6544
38,6544
39,6544
40,6544
41,6544
42,6544
43,6544
44,6544
45,6544
46,6544
47,6544
48,6544
49,6544
50,6544
51,6544
52,6544
53,6544
54,6544
55,6544
56,6544
57,6544
58,6544
59,6544
60,6544
61,6544
62,6544
63,6544
64,6544
65,6544
66,6544
67,6544
68,6544
69,6544
70,6544
71,6544
72,6544
73,6544
74,6544
75,6544
76,6544
77,6544
78,6544
79,6544
80,6544
81,6544
82,6544
83,6544
84,6544
85,6544
86,6544
87,6544
88,6544
89,6544
90,6544
91,6544
92,6544
93,6544
94,6544
95,6544
96,6544
97,6544
98,6544
99,6544
