0,83
1,67
2,91
3,86
4,80
5,92
6,82
7,96
8,88
9,89
10,91
11,75
12,70
13,86
14,91
15,95
16,72
17,98
18,94
19,79
20,84
21,89
22,67
23,74
24,82
25,84
26,74
27,81
28,93
29,84
30,93
31,76
32,84
33,93
34,74
35,89
36,88
37,99
38,98
39,97
40,68
41,68
42,90
43,80
44,75
45,73
46,71
47,73
48,90
49,91
50,94
51,68
52,67
53,83
54,97
55,83
56,88
57,78
58,73
59,95
60,84
61,98
62,93
63,80
64,83
65,67
66,76
67,69
68,92
69,87
70,73
71,74
72,75
73,82
74,79
75,78
76,90
77,76
78,76
79,68
80,78
81,75
82,98
83,94
84,89
85,73
86,71
87,74
88,79
89,94
90,80
91,69
92,99
93,86
94,91
95,90
96,70
97,76
98,71
99,71
