0,514
1,539
2,536
3,505
4,521
5,507
6,538
7,536
8,509
9,520
10,513
11,531
12,534
13,539
14,514
15,509
16,539
17,540
18,536
19,538
20,523
21,503
22,535
23,517
24,518
25,501
26,522
27,530
28,523
29,534
30,509
31,508
32,514
33,539
34,537
35,526
36,531
37,504
38,501
39,514
40,534
41,515
42,506
43,531
44,519
45,526
46,517
47,524
48,518
49,519
50,538
51,535
52,529
53,539
54,503
55,524
56,522
57,536
58,527
59,535
60,514
61,518
62,516
63,519
64,534
65,539
66,502
67,513
68,534
69,516
70,514
71,537
72,535
73,526
74,532
75,526
76,507
77,538
78,516
79,508
80,509
81,537
82,520
83,536
84,504
85,501
86,536
87,528
88,535
89,526
90,505
91,521
92,527
93,504
94,520
95,512
96,521
97,510
98,505
99,531
