0,130
1,98
2,88
3,81
4,114
5,161
6,80
7,119
8,177
9,105
10,154
11,155
12,109
13,153
14,84
15,91
16,170
17,96
18,146
19,76
20,83
21,108
22,135
23,84
24,77
25,112
26,125
27,143
28,175
29,110
30,119
31,147
32,90
33,112
34,164
35,174
36,126
37,112
38,153
39,117
40,84
41,126
42,148
43,88
44,149
45,164
46,69
47,86
48,110
49,86
50,88
51,80
52,94
53,120
54,133
55,143
56,166
57,163
58,167
59,134
60,169
61,94
62,114
63,113
64,90
65,107
66,68
67,113
68,153
69,75
70,114
71,68
72,141
73,101
74,80
75,112
76,171
77,84
78,77
79,165
80,150
81,167
82,172
83,73
84,167
85,103
86,158
87,83
88,125
89,70
90,121
91,175
92,95
93,95
94,152
95,124
96,107
97,143
98,156
99,141
