0,119
1,76
2,70
3,85
4,171
5,93
6,127
7,120
8,101
9,165
10,139
11,110
12,121
13,80
14,153
15,125
16,109
17,91
18,138
19,139
20,93
21,130
22,122
23,175
24,151
25,158
26,136
27,88
28,98
29,100
30,161
31,120
32,146
33,78
34,158
35,171
36,76
37,166
38,101
39,153
40,161
41,70
42,156
43,88
44,88
45,85
46,171
47,102
48,149
49,73
50,133
51,122
52,147
53,124
54,81
55,153
56,145
57,159
58,128
59,112
60,152
61,86
62,91
63,120
64,77
65,170
66,127
67,87
68,69
69,126
70,86
71,161
72,108
73,117
74,147
75,135
76,163
77,156
78,164
79,177
80,168
81,123
82,84
83,163
84,118
85,104
86,76
87,85
88,158
89,174
90,144
91,108
92,88
93,127
94,154
95,94
96,172
97,100
98,100
99,130
