0,234
1,235
2,236
3,244
4,241
5,240
6,234
7,234
8,242
9,244
10,232
11,228
12,244
13,231
14,238
15,244
16,227
17,236
18,236
19,242
20,243
21,230
22,233
23,229
24,240
25,230
26,237
27,240
28,228
29,224
30,241
31,233
32,229
33,240
34,227
35,229
36,226
37,238
38,232
39,243
40,233
41,244
42,242
43,230
44,239
45,232
46,232
47,239
48,244
49,234
50,235
51,229
52,224
53,237
54,230
55,232
56,238
57,225
58,223
59,226
60,226
61,228
62,228
63,223
64,227
65,230
66,237
67,230
68,239
69,235
70,232
71,236
72,235
73,235
74,238
75,244
76,236
77,236
78,241
79,229
80,231
81,240
82,234
83,240
84,224
85,237
86,230
87,230
88,232
89,225
90,236
91,225
92,225
93,226
94,238
95,225
96,224
97,244
98,232
99,241
