0,113
1,97
2,75
3,144
4,121
5,107
6,116
7,90
8,73
9,116
10,147
11,148
12,123
13,111
14,73
15,76
16,96
17,126
18,68
19,88
20,135
21,130
22,81
23,137
24,145
25,123
26,118
27,113
28,111
29,133
30,121
31,115
32,81
33,94
34,138
35,118
36,118
37,114
38,73
39,68
40,132
41,119
42,88
43,76
44,121
45,131
46,124
47,126
48,96
49,122
50,120
51,123
52,92
53,138
54,123
55,148
56,91
57,68
58,120
59,103
60,135
61,83
62,107
63,75
64,142
65,122
66,96
67,92
68,85
69,77
70,134
71,151
72,126
73,87
74,146
75,91
76,151
77,88
78,139
79,113
80,140
81,141
82,148
83,137
84,87
85,80
86,81
87,137
88,100
89,91
90,129
91,142
92,112
93,130
94,91
95,86
96,89
97,137
98,123
99,112
