0,456457
1,456457
2,456461
3,456459
4,456458
5,456457
6,456461
7,456457
8,456458
9,456461
10,456458
11,456457
12,456459
13,456457
14,456461
15,456457
16,456461
17,456457
18,456458
19,456457
20,456457
21,456458
22,456461
23,456460
24,456461
25,456459
26,456460
27,456458
28,456457
29,456457
30,456460
31,456461
32,456460
33,456460
34,456459
35,456457
36,456460
37,456461
38,456460
39,456457
40,456461
41,456457
42,456459
43,456458
44,456461
45,456457
46,456459
47,456457
48,456461
49,456459
50,456460
51,456461
52,456457
53,456459
54,456461
55,456461
56,456458
57,456457
58,456461
59,456460
60,456457
61,456459
62,456459
63,456459
64,456458
65,456458
66,456457
67,456457
68,456457
69,456458
70,456459
71,456460
72,456461
73,456460
74,456459
75,456460
76,456458
77,456460
78,456460
79,456461
80,456461
81,456458
82,456459
83,456458
84,456459
85,456458
86,456457
87,456458
88,456461
89,456458
90,456461
91,456460
92,456460
93,456460
94,456461
95,456457
96,456460
97,456459
98,456459
99,456460
