0,1017
1,1006
2,1031
3,1013
4,1036
5,1001
6,1012
7,1024
8,1021
9,1005
10,1011
11,1016
12,1023
13,1020
14,1028
15,1018
16,1007
17,1014
18,1036
19,1009
20,1014
21,1040
22,1010
23,1019
24,1038
25,1028
26,1033
27,1020
28,1032
29,1031
30,1001
31,1019
32,1008
33,1034
34,1002
35,1021
36,1001
37,1009
38,1034
39,1001
40,1018
41,1011
42,1014
43,1031
44,1022
45,1003
46,1029
47,1028
48,1018
49,1025
50,1037
51,1031
52,1004
53,1015
54,1032
55,1007
56,1034
57,1023
58,1040
59,1011
60,1001
61,1010
62,1021
63,1026
64,1025
65,1032
66,1006
67,1009
68,1010
69,1010
70,1017
71,1005
72,1004
73,1003
74,1035
75,1034
76,1001
77,1024
78,1031
79,1018
80,1026
81,1033
82,1026
83,1014
84,1027
85,1020
86,1003
87,1018
88,1005
89,1002
90,1008
91,1011
92,1006
93,1024
94,1021
95,1038
96,1034
97,1030
98,1020
99,1031
