0,8
1,55
2,74
3,15
4,69
5,2
6,84
7,53
8,4
9,18
10,43
11,31
12,15
13,35
14,89
15,9
16,7
17,45
18,79
19,89
20,42
21,32
22,68
23,20
24,57
25,15
26,51
27,32
28,82
29,68
30,56
31,33
32,13
33,66
34,5
35,79
36,17
37,31
38,41
39,27
40,36
41,88
42,45
43,55
44,68
45,70
46,60
47,64
48,49
49,53
50,48
51,21
52,49
53,8
54,9
55,2
56,30
57,55
58,59
59,86
60,89
61,22
62,22
63,88
64,78
65,70
66,51
67,54
68,65
69,10
70,42
71,68
72,73
73,28
74,11
75,19
76,23
77,48
78,52
79,57
80,61
81,55
82,62
83,40
84,68
85,39
86,25
87,27
88,78
89,53
90,57
91,56
92,35
93,73
94,4
95,69
96,81
97,19
98,83
99,46
