0,41
1,61
2,72
3,56
4,46
5,54
6,67
7,42
8,56
9,59
10,74
11,62
12,53
13,40
14,66
15,29
16,57
17,27
18,58
19,39
20,55
21,66
22,51
23,24
24,48
25,34
26,76
27,28
28,61
29,49
30,71
31,27
32,63
33,53
34,28
35,50
36,49
37,71
38,29
39,73
40,43
41,30
42,74
43,51
44,23
45,24
46,62
47,44
48,31
49,28
50,55
51,74
52,27
53,41
54,58
55,27
56,37
57,41
58,50
59,35
60,56
61,41
62,50
63,57
64,65
65,24
66,40
67,23
68,52
69,57
70,58
71,32
72,56
73,36
74,76
75,36
76,47
77,44
78,38
79,48
80,56
81,58
82,67
83,35
84,45
85,53
86,32
87,76
88,36
89,37
90,44
91,60
92,65
93,72
94,51
95,39
96,29
97,73
98,53
99,77
