0,55
1,84
2,92
3,105
4,69
5,56
6,86
7,60
8,109
9,59
10,93
11,70
12,78
13,71
14,98
15,64
16,105
17,66
18,70
19,75
20,79
21,73
22,104
23,67
24,78
25,68
26,97
27,68
28,92
29,68
30,67
31,66
32,103
33,57
34,98
35,105
36,71
37,83
38,59
39,105
40,68
41,96
42,72
43,78
44,72
45,56
46,78
47,69
48,104
49,102
50,65
51,92
52,74
53,63
54,82
55,87
56,56
57,101
58,79
59,75
60,64
61,69
62,101
63,83
64,101
65,66
66,94
67,87
68,104
69,93
70,108
71,105
72,65
73,103
74,61
75,95
76,72
77,103
78,65
79,85
80,71
81,100
82,79
83,103
84,96
85,110
86,101
87,98
88,70
89,55
90,109
91,110
92,55
93,65
94,82
95,102
96,57
97,104
98,98
99,61
