0,50
1,25
2,40
3,84
4,56
5,79
6,39
7,75
8,33
9,83
10,59
11,83
12,24
13,91
14,93
15,64
16,53
17,77
18,49
19,72
20,48
21,78
22,25
23,88
24,71
25,46
26,38
27,76
28,32
29,45
30,71
31,77
32,82
33,58
34,49
35,58
36,44
37,66
38,38
39,30
40,55
41,49
42,90
43,64
44,86
45,99
46,88
47,59
48,32
49,51
50,89
51,84
52,26
53,86
54,96
55,24
56,40
57,87
58,48
59,67
60,43
61,70
62,30
63,94
64,79
65,33
66,40
67,67
68,85
69,71
70,95
71,60
72,33
73,62
74,95
75,63
76,41
77,58
78,31
79,28
80,86
81,29
82,36
83,31
84,48
85,49
86,28
87,77
88,92
89,81
90,42
91,67
92,53
93,72
94,78
95,60
96,96
97,74
98,53
99,94
