0,84
1,43
2,46
3,71
4,91
5,99
6,85
7,50
8,73
9,52
10,36
11,78
12,88
13,36
14,63
15,69
16,74
17,48
18,80
19,66
20,70
21,52
22,95
23,78
24,99
25,74
26,93
27,99
28,95
29,44
30,45
31,98
32,58
33,46
34,61
35,86
36,52
37,42
38,97
39,60
40,93
41,36
42,44
43,65
44,48
45,75
46,89
47,66
48,40
49,48
50,95
51,36
52,95
53,85
54,50
55,80
56,47
57,79
58,40
59,47
60,62
61,53
62,43
63,98
64,80
65,61
66,48
67,73
68,70
69,59
70,85
71,81
72,70
73,74
74,78
75,95
76,54
77,49
78,43
79,44
80,56
81,66
82,79
83,51
84,52
85,88
86,62
87,79
88,38
89,65
90,42
91,85
92,47
93,63
94,43
95,76
96,47
97,52
98,73
99,91
