0,5556
1,5556
2,5556
3,5556
4,5556
5,5556
6,5556
7,5556
8,5556
9,5556
10,5556
11,5556
12,5556
13,5556
14,5556
15,5556
16,5556
17,5556
18,5556
19,5556
20,5556
21,5556
22,5556
23,5556
24,5556
25,5556
26,5556
27,5556
28,5556
29,5556
30,5556
31,5556
32,5556
33,5556
34,5556
35,5556
36,5556
37,5556
38,5556
39,5556
40,5556
41,5556
42,5556
43,5556
44,5556
45,5556
46,5556
47,5556
48,5556
49,5556
50,5556
51,5556
52,5556
53,5556
54,5556
55,5556
56,5556
57,5556
58,5556
59,5556
60,5556
61,5556
62,5556
63,5556
64,5556
65,5556
66,5556
67,5556
68,5556
69,5556
70,5556
71,5556
72,5556
73,5556
74,5556
75,5556
76,5556
77,5556
78,5556
79,5556
80,5556
81,5556
82,5556
83,5556
84,5556
85,5556
86,5556
87,5556
88,5556
89,5556
90,5556
91,5556
92,5556
93,5556
94,5556
95,5556
96,5556
97,5556
98,5556
99,5556
